library,term,traits_tested,traits_P_lt_0_005,minimum_P,maximum_P,minimum_BH_FDR,FDR_significant_any_trait
GO_BP_2023,Mesoderm Development (GO:0007498),3,0,0.32551,0.5524,0.9292556785370548,False
GO_BP_2023,Antifungal Innate Immune Response (GO:0061760),3,0,0.42767,0.55249,0.9529937644341802,False
Reactome_2022,Retrograde Transport At Trans-Golgi-Network R-HSA-6811440,3,0,0.30469,0.55257,0.9142010813887308,False
GO_BP_2023,Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803),3,0,0.52148,0.55276,0.9529937644341802,False
GO_BP_2023,Late Endosome To Vacuole Transport (GO:0045324),3,0,0.2428,0.55279,0.9142010813887308,False
Reactome_2022,IRAK4 Deficiency (TLR2/4) R-HSA-5603041,3,0,0.33604,0.55283,0.9441554404145076,False
Reactome_2022,Formation Of Apoptosome R-HSA-111458,3,0,0.28842,0.55293,0.9441554404145076,False
Reactome_2022,M Phase R-HSA-68886,3,0,0.29903,0.55313,0.9441554404145076,False
GO_BP_2023,Negative Regulation Of Response To Cytokine Stimulus (GO:0060761),3,0,0.17885,0.55327,0.9142010813887308,False
Reactome_2022,Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995,3,0,0.3947,0.55352,0.9336131578947368,False
Reactome_2022,Caspase Activation Via Death Receptors In Presence Of Ligand R-HSA-140534,3,0,0.30682,0.55372,0.9529937644341802,False
Reactome_2022,Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638,3,0,0.28072,0.55419,0.922255873493976,False
GO_BP_2023,Negative Regulation Of Hippo Signaling (GO:0035331),3,0,0.50435,0.55499,0.9529937644341802,False
Reactome_2022,PI-3K cascade:FGFR4 R-HSA-5654720,3,0,0.20379,0.55542,0.9142010813887308,False
GO_BP_2023,Melanocyte Differentiation (GO:0030318),3,0,0.3543,0.55544,0.9467273592715232,False
Reactome_2022,SARS-CoV-2-host Interactions R-HSA-9705683,3,0,0.40502,0.55555,0.9529937644341802,False
Reactome_2022,Trafficking And Processing Of Endosomal TLR R-HSA-1679131,3,0,0.34569,0.55631,0.9529937644341802,False
GO_BP_2023,Regulation Of Interleukin-10 Production (GO:0032653),3,0,0.33505,0.55678,0.9441554404145076,False
GO_BP_2023,Nucleoside Phosphate Catabolic Process (GO:1901292),3,0,0.35089,0.55694,0.922255873493976,False
Reactome_2022,Nef Mediated Downregulation Of MHC Class I Complex Cell Surface Expression R-HSA-164940,3,0,0.45185,0.5571,0.9393504765535644,False
GO_BP_2023,Endothelial Cell Proliferation (GO:0001935),3,0,0.027684,0.55728,0.8635484411764706,False
GO_BP_2023,Positive Regulation Of Peptidase Activity (GO:0010952),3,0,0.49263,0.55739,0.948727468785471,False
GO_BP_2023,Regulation Of T Cell Differentiation (GO:0045580),3,0,0.34036,0.55742,0.9441554404145076,False
GO_BP_2023,Pyrimidine Deoxyribonucleotide Catabolic Process (GO:0009223),3,0,0.29069,0.55766,0.9441554404145076,False
GO_BP_2023,Keratinocyte Differentiation (GO:0030216),3,0,0.29077,0.55772,0.9441554404145076,False
GO_BP_2023,Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),3,0,0.36728,0.55836,0.9262044827586208,False
GO_BP_2023,Exit From Mitosis (GO:0010458),3,0,0.40821,0.55858,0.9529937644341802,False
GO_BP_2023,Positive Regulation Of Viral Process (GO:0048524),3,0,0.32769,0.55924,0.922255873493976,False
GO_BP_2023,Negative Regulation Of Blood Coagulation (GO:0030195),3,0,0.30244,0.55941,0.9467273592715232,False
GO_BP_2023,tRNA Modification (GO:0006400),3,0,0.27281,0.55958,0.9441554404145076,False
GO_BP_2023,Antibacterial Humoral Response (GO:0019731),3,0,0.14617,0.55997,0.9142010813887308,False
GO_BP_2023,Endocrine System Development (GO:0035270),3,0,0.32868,0.56028,0.9441554404145076,False
GO_BP_2023,Positive Regulation Of Endothelial Cell Proliferation (GO:0001938),3,0,0.41172,0.56028,0.9348970419426048,False
GO_BP_2023,Negative Regulation Of Transferase Activity (GO:0051348),3,0,0.26267,0.56037,0.9142010813887308,False
GO_BP_2023,Regulation Of Muscle Cell Differentiation (GO:0051147),3,0,0.50764,0.56053,0.9454545718432512,False
GO_BP_2023,Central Nervous System Development (GO:0007417),3,0,0.45697,0.561,0.9476422213769494,False
GO_BP_2023,Negative Regulation Of Cell Motility (GO:2000146),3,0,0.091892,0.56143,0.94165,False
GO_BP_2023,Negative Regulation Of Ossification (GO:0030279),3,0,0.02202,0.56176,0.8503912258064517,False
Hallmark_2020,Apical Surface,3,0,0.19049,0.56232,0.9441554404145076,False
GO_BP_2023,Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996),3,0,0.45218,0.5624,0.9475166529942576,False
GO_BP_2023,Regulation Of Type II Interferon Production (GO:0032649),3,0,0.47754,0.56245,0.9393504765535644,False
Reactome_2022,MET Activates RAP1 And RAC1 R-HSA-8875555,3,0,0.13344,0.56261,0.9142010813887308,False
GO_BP_2023,Phasic Smooth Muscle Contraction (GO:0014821),3,0,0.43697,0.56269,0.9393504765535644,False
GO_BP_2023,Immunoglobulin Mediated Immune Response (GO:0016064),3,0,0.25749,0.56302,0.9441554404145076,False
Reactome_2022,COPI-independent Golgi-to-ER Retrograde Traffic R-HSA-6811436,3,0,0.073804,0.56305,0.901282291169451,False
GO_BP_2023,Regulation Of Defense Response To Virus By Host (GO:0050691),3,0,0.50968,0.56335,0.9454545718432512,False
GO_BP_2023,DNA Catabolic Process (GO:0006308),3,0,0.1633,0.56348,0.9142010813887308,False
Reactome_2022,Ribosomal Scanning And Start Codon Recognition R-HSA-72702,3,0,0.15222,0.5635,0.9441554404145076,False
GO_BP_2023,Regulation Of Oligodendrocyte Differentiation (GO:0048713),3,0,0.47724,0.5635,0.9393504765535644,False
Reactome_2022,Signaling By NTRKs R-HSA-166520,3,0,0.49442,0.56368,0.9493013202565068,False
GO_BP_2023,Synaptic Vesicle Endocytosis (GO:0048488),3,0,0.27647,0.56386,0.9441554404145076,False
GO_BP_2023,tRNA Methylation (GO:0030488),3,0,0.50941,0.56389,0.9454545718432512,False
GO_BP_2023,Mitotic DNA Replication (GO:1902969),3,0,0.22454,0.56398,0.9142010813887308,False
GO_BP_2023,Regulation Of Interleukin-12 Production (GO:0032655),3,0,0.24717,0.56414,0.9142010813887308,False
GO_BP_2023,DNA Conformation Change (GO:0071103),3,0,0.1827,0.56417,0.9441554404145076,False
Reactome_2022,O-linked Glycosylation Of Mucins R-HSA-913709,3,0,0.13752,0.56441,0.9441554404145076,False
GO_BP_2023,Autonomic Nervous System Development (GO:0048483),3,0,0.28377,0.56449,0.9441554404145076,False
GO_BP_2023,Steroid Catabolic Process (GO:0006706),3,0,0.12783,0.56455,0.9441554404145076,False
Reactome_2022,Synthesis Of Substrates In N-glycan Biosythesis R-HSA-446219,3,0,0.26388,0.5646,0.9142010813887308,False
GO_BP_2023,Cellular Response To Steroid Hormone Stimulus (GO:0071383),3,0,0.32418,0.56463,0.916709,False
GO_BP_2023,Digestive Tract Morphogenesis (GO:0048546),3,0,0.484,0.56463,0.9467693583273252,False
Reactome_2022,CDK-mediated Phosphorylation And Removal Of Cdc6 R-HSA-69017,3,0,0.4352,0.56531,0.9467273592715232,False
GO_BP_2023,Regulation Of Fibroblast Proliferation (GO:0048145),3,0,0.48288,0.56546,0.9476422213769494,False
GO_BP_2023,Mitochondrial Respiratory Chain Complex III Assembly (GO:0034551),3,0,0.14016,0.56555,0.9142010813887308,False
GO_BP_2023,Respiratory Chain Complex III Assembly (GO:0017062),3,0,0.14016,0.56555,0.9142010813887308,False
GO_BP_2023,Regulation Of Protein Polymerization (GO:0032271),3,0,0.21605,0.5657,0.9441554404145076,False
GO_BP_2023,Adult Locomotory Behavior (GO:0008344),3,0,0.42637,0.56615,0.9385924805531548,False
GO_BP_2023,Cellular Response To Interferon-Beta (GO:0035458),3,0,0.05187,0.56621,0.8874128476821191,False
GO_BP_2023,Regulation Of DNA Damage Checkpoint (GO:2000001),3,0,0.56106,0.56672,0.9529937644341802,False
GO_BP_2023,DNA Damage Response (GO:0006974),3,0,0.40131,0.56673,0.9441554404145076,False
Reactome_2022,Separation Of Sister Chromatids R-HSA-2467813,3,0,0.4692,0.56681,0.9393504765535644,False
Reactome_2022,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",3,0,0.19234,0.56693,0.9441554404145076,False
GO_BP_2023,Vacuolar Transport (GO:0007034),3,0,0.39831,0.56697,0.9336131578947368,False
GO_BP_2023,"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",3,0,0.21786,0.56698,0.9142010813887308,False
GO_BP_2023,"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",3,0,0.47506,0.56704,0.9529937644341802,False
GO_BP_2023,Regulation Of Trophoblast Cell Migration (GO:1901163),3,0,0.41731,0.56706,0.9349526315789474,False
Hallmark_2020,Oxidative Phosphorylation,3,0,0.37033,0.56748,0.9441554404145076,False
GO_BP_2023,Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353),3,0,0.39347,0.56765,0.9336131578947368,False
GO_BP_2023,Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),3,0,0.55401,0.5677,0.9529937644341802,False
Reactome_2022,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",3,0,0.23712,0.56798,0.9441554404145076,False
GO_BP_2023,Regulation Of Potassium Ion Transmembrane Transport (GO:1901379),3,0,0.35477,0.56805,0.922255873493976,False
GO_BP_2023,Cellular Response To BMP Stimulus (GO:0071773),3,0,0.23467,0.56821,0.9142010813887308,False
GO_BP_2023,Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091),3,0,0.51594,0.56839,0.9529937644341802,False
Reactome_2022,Intrinsic Pathway Of Fibrin Clot Formation R-HSA-140837,3,0,0.3285,0.56862,0.9393504765535644,False
GO_BP_2023,Negative Regulation Of Cellular Metabolic Process (GO:0031324),3,0,0.29086,0.56892,0.9478996096522356,False
GO_BP_2023,Negative Regulation Of mRNA Processing (GO:0050686),3,0,0.44583,0.56908,0.9467273592715232,False
GO_BP_2023,Histone Monoubiquitination (GO:0010390),3,0,0.31535,0.56928,0.9467273592715232,False
GO_BP_2023,Quaternary Ammonium Group Transport (GO:0015697),3,0,0.23661,0.5693,0.9475166529942576,False
GO_BP_2023,Innate Immune Response-Activating Signaling Pathway (GO:0002758),3,0,0.45944,0.56935,0.9393504765535644,False
GO_BP_2023,Telomere Organization (GO:0032200),3,0,0.14931,0.56942,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),3,0,0.27657,0.56975,0.9441554404145076,False
GO_BP_2023,Intracellular Glucose Homeostasis (GO:0001678),3,0,0.13075,0.57001,0.9142010813887308,False
GO_BP_2023,Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),3,0,0.35718,0.57014,0.9476422213769494,False
Reactome_2022,Purine Catabolism R-HSA-74259,3,0,0.51042,0.57015,0.9529937644341802,False
GO_BP_2023,Negative Regulation Of Steroid Biosynthetic Process (GO:0010894),3,0,0.38975,0.57017,0.9441554404145076,False
Reactome_2022,TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114,3,0,0.18609,0.57022,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Cell Morphogenesis Involved In Differentiation (GO:0010770),3,0,0.49456,0.57045,0.9409529977794228,False
Reactome_2022,PERK Regulates Gene Expression R-HSA-381042,3,0,0.4522,0.5707,0.9533020999045498,False
Reactome_2022,"Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366",3,0,0.46416,0.57082,0.9393504765535644,False
GO_BP_2023,Negative Regulation Of Macroautophagy (GO:0016242),3,0,0.36186,0.5711,0.9505442906574394,False
GO_BP_2023,Purine Nucleoside Bisphosphate Metabolic Process (GO:0034032),3,0,0.52824,0.57112,0.9505385600553824,False
GO_BP_2023,Ribonucleoside Bisphosphate Metabolic Process (GO:0033875),3,0,0.52824,0.57112,0.9505385600553824,False
Reactome_2022,Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402,3,0,0.25793,0.57152,0.9393504765535644,False
GO_BP_2023,Positive Regulation Of Neuron Projection Development (GO:0010976),3,0,0.41116,0.57212,0.9454545718432512,False
GO_BP_2023,"Phagocytosis, Engulfment (GO:0006911)",3,0,0.34734,0.57216,0.9476422213769494,False
Reactome_2022,ECM Proteoglycans R-HSA-3000178,3,0,0.15768,0.57223,0.9142010813887308,False
Reactome_2022,G2/M Checkpoints R-HSA-69481,3,0,0.24624,0.57226,0.9142010813887308,False
Reactome_2022,Regulation Of Innate Immune Responses To Cytosolic DNA R-HSA-3134975,3,0,0.40034,0.57243,0.9336131578947368,False
GO_BP_2023,Positive Regulation Of Immune Effector Process (GO:0002699),3,0,0.24695,0.57254,0.9441554404145076,False
GO_BP_2023,"Retrograde Transport, Endosome To Golgi (GO:0042147)",3,0,0.34708,0.57257,0.9533020999045498,False
GO_BP_2023,Regulation Of Mitotic Sister Chromatid Separation (GO:0010965),3,0,0.43066,0.57268,0.9454545718432512,False
Reactome_2022,Erythropoietin Activates RAS R-HSA-9027284,3,0,0.068371,0.57278,0.8848690726817042,False
GO_BP_2023,Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898),3,0,0.27048,0.57288,0.9142010813887308,False
GO_BP_2023,Cortical Cytoskeleton Organization (GO:0030865),3,0,0.29266,0.57317,0.9441554404145076,False
GO_BP_2023,Negative Regulation Of Organelle Assembly (GO:1902116),3,0,0.25223,0.57332,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Type II Interferon Production (GO:0032729),3,0,0.53762,0.57362,0.9533020999045498,False
Reactome_2022,Chromosome Maintenance R-HSA-73886,3,0,0.065737,0.57374,0.8848690726817042,False
GO_BP_2023,Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391),3,0,0.087223,0.57401,0.9046810444874276,False
Reactome_2022,DNA Repair R-HSA-73894,3,0,0.35228,0.57402,0.922255873493976,False
GO_BP_2023,Positive Regulation Of Interleukin-12 Production (GO:0032735),3,0,0.14629,0.57409,0.9142010813887308,False
Reactome_2022,Inositol Phosphate Metabolism R-HSA-1483249,3,0,0.41538,0.57466,0.9348970419426048,False
GO_BP_2023,TOR Signaling (GO:0031929),3,0,0.38228,0.57605,0.9318596650717704,False
Reactome_2022,HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,3,0,0.26834,0.57631,0.9142010813887308,False
GO_BP_2023,Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),3,0,0.46802,0.57657,0.9484488821523304,False
GO_BP_2023,Regulation Of Leukocyte Tethering Or Rolling (GO:1903236),3,0,0.39381,0.57698,0.9441554404145076,False
Reactome_2022,Metal Ion SLC Transporters R-HSA-425410,3,0,0.44106,0.5774,0.9528340308747856,False
Reactome_2022,Activation Of PPARGC1A (PGC-1alpha) By Phosphorylation R-HSA-2151209,3,0,0.073017,0.57743,0.901282291169451,False
GO_BP_2023,Icosanoid Transport (GO:0071715),3,0,0.29262,0.57755,0.9441554404145076,False
GO_BP_2023,Peptide Biosynthetic Process (GO:0043043),3,0,0.24293,0.57758,0.9441554404145076,False
Reactome_2022,CASP8 Activity Is Inhibited R-HSA-5218900,3,0,0.25759,0.57762,0.9533020999045498,False
Reactome_2022,Dimerization Of Procaspase-8 R-HSA-69416,3,0,0.25759,0.57762,0.9533020999045498,False
Reactome_2022,Synthesis Of PC R-HSA-1483191,3,0,0.38654,0.57764,0.932385674025364,False
Reactome_2022,Assembly Of Pre-Replicative Complex R-HSA-68867,3,0,0.45075,0.57775,0.9476422213769494,False
GO_BP_2023,Regulation Of Protein Kinase Activity (GO:0045859),3,0,0.51401,0.57777,0.9467693583273252,False
GO_BP_2023,Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051769),3,0,0.47513,0.57785,0.9393504765535644,False
Reactome_2022,LGI-ADAM Interactions R-HSA-5682910,3,0,0.48448,0.5779,0.9476422213769494,False
Reactome_2022,eNOS Activation R-HSA-203615,3,0,0.31414,0.57803,0.9142010813887308,False
GO_BP_2023,Positive Regulation Of Vasculature Development (GO:1904018),3,0,0.39462,0.57807,0.9476422213769494,False
Reactome_2022,Miscellaneous Substrates R-HSA-211958,3,0,0.28093,0.5782,0.9478996096522356,False
GO_BP_2023,RNA Biosynthetic Process (GO:0032774),3,0,0.31827,0.57872,0.922255873493976,False
GO_BP_2023,Positive Regulation Of JNK Cascade (GO:0046330),3,0,0.45823,0.5788,0.9533020999045498,False
GO_BP_2023,Defense Response To Symbiont (GO:0140546),3,0,0.37654,0.57884,0.9441554404145076,False
GO_BP_2023,N-acetylglucosamine Metabolic Process (GO:0006044),3,0,0.23012,0.57915,0.9441554404145076,False
GO_BP_2023,Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912),3,0,0.14577,0.57918,0.9225998824911869,False
Reactome_2022,NOTCH2 Intracellular Domain Regulates Transcription R-HSA-2197563,3,0,0.3967,0.57938,0.9441554404145076,False
Reactome_2022,Striated Muscle Contraction R-HSA-390522,3,0,0.16129,0.5796,0.9142010813887308,False
GO_BP_2023,Regulation Of Centriole Replication (GO:0046599),3,0,0.41127,0.57966,0.9393504765535644,False
GO_BP_2023,Brain Development (GO:0007420),3,0,0.42422,0.5797,0.9393504765535644,False
GO_BP_2023,Ribosome Assembly (GO:0042255),3,0,0.21486,0.58017,0.9441554404145076,False
GO_BP_2023,Positive Regulation Of Response To Biotic Stimulus (GO:0002833),3,0,0.20063,0.58022,0.9142010813887308,False
GO_BP_2023,Regulation Of Mast Cell Degranulation (GO:0043304),3,0,0.17062,0.58059,0.9441554404145076,False
GO_BP_2023,Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),3,0,0.051639,0.58061,0.8874128476821191,False
GO_BP_2023,"Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)",3,0,0.49944,0.58065,0.9528594382022472,False
GO_BP_2023,Nitric Oxide Metabolic Process (GO:0046209),3,0,0.2849,0.58109,0.9475166529942576,False
Reactome_2022,Acyl Chain Remodelling Of PS R-HSA-1482801,3,0,0.53088,0.58109,0.9529937644341802,False
Reactome_2022,P2Y Receptors R-HSA-417957,3,0,0.42254,0.58123,0.9533020999045498,False
Reactome_2022,Transcriptional Regulation By TP53 R-HSA-3700989,3,0,0.22373,0.58163,0.9142010813887308,False
Reactome_2022,Gap Junction Trafficking R-HSA-190828,3,0,0.20698,0.58186,0.9441554404145076,False
GO_BP_2023,Glutamine Family Amino Acid Catabolic Process (GO:0009065),3,0,0.20076,0.58192,0.9476422213769494,False
GO_BP_2023,Positive Regulation Of Cell Projection Organization (GO:0031346),3,0,0.40045,0.58195,0.9454545718432512,False
GO_BP_2023,Regulation Of Macrophage Differentiation (GO:0045649),3,0,0.12638,0.58217,0.9441554404145076,False
GO_BP_2023,Regulation Of Sensory Perception (GO:0051931),3,0,0.22726,0.58224,0.9441554404145076,False
GO_BP_2023,Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),3,0,0.33701,0.58238,0.922255873493976,False
Reactome_2022,Postmitotic Nuclear Pore Complex (NPC) Reformation R-HSA-9615933,3,0,0.2879,0.58265,0.9142010813887308,False
GO_BP_2023,Establishment Of Mitotic Spindle Orientation (GO:0000132),3,0,0.26567,0.58283,0.9441554404145076,False
Reactome_2022,Cellular Response To Starvation R-HSA-9711097,3,0,0.48711,0.58283,0.9508534506556244,False
GO_BP_2023,Synaptonemal Complex Assembly (GO:0007130),3,0,0.47729,0.58297,0.9476422213769494,False
GO_BP_2023,Synaptonemal Complex Organization (GO:0070193),3,0,0.47729,0.58297,0.9476422213769494,False
GO_BP_2023,Icosanoid Metabolic Process (GO:0006690),3,0,0.24203,0.58354,0.9441554404145076,False
GO_BP_2023,Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),3,0,0.34552,0.58358,0.922255873493976,False
Reactome_2022,Signaling By NTRK1 (TRKA) R-HSA-187037,3,0,0.47062,0.58366,0.9395154838709678,False
GO_BP_2023,Monoacylglycerol Metabolic Process (GO:0046462),3,0,0.5428,0.5837,0.9529937644341802,False
GO_BP_2023,Regulation Of Interleukin-5 Production (GO:0032674),3,0,0.06456,0.58373,0.918919315068493,False
GO_BP_2023,Cellular Response To Hexose Stimulus (GO:0071331),3,0,0.18904,0.58389,0.9142010813887308,False
GO_BP_2023,Membrane Repolarization During Action Potential (GO:0086011),3,0,0.38802,0.58401,0.9467273592715232,False
GO_BP_2023,Cilium Organization (GO:0044782),3,0,0.42965,0.58403,0.9393504765535644,False
GO_BP_2023,Positive Regulation Of Neuron Death (GO:1901216),3,0,0.31413,0.58432,0.9441554404145076,False
GO_BP_2023,Modulation By Host Of Viral Genome Replication (GO:0044827),3,0,0.19066,0.58433,0.9441554404145076,False
Reactome_2022,Cristae Formation R-HSA-8949613,3,0,0.34523,0.58472,0.9441554404145076,False
Reactome_2022,DARPP-32 Events R-HSA-180024,3,0,0.54674,0.58485,0.9533020999045498,False
